DOI,f_avg_core_width_,f_Ms_emu_g_MNP,f_Hc_,c_core_composition,c_dopant_element_1,c_dopant_element_2,c_is_coated,f_H_,f_FCY_,f_conc_MNP_mg_mL,c_shape_type,c_magnetic_phase,SAR_W_g,f_avg_core_sd_ _BOTH,f_area_volume_ratio,f_Mr_Ms_BOTH,f_dopant_ratio_1,f_dopant_ratio_2
"10.1016, j.matchemphys.2025.131037",6.3,,,CoFe2O4,,,C-dots 30 mL,150,15,333.33,,Cubic spinel,,0.1,,,,
"10.1016, j.matchemphys.2025.131037",6.3,,,CoFe2O4,,,C-dots 30 mL,150,20,333.33,,Cubic spinel,,0.1,,,,
"10.1016, j.jmmm.2022.169379",27,,,Zn0.05Mn0.95Fe2O4,Zn,,,100,150,200,spherical,Superparamagnetic,,1.3,,,0.05 (Zn),0.95 (Mn)
"10.1016, j.jmmm.2022.169379",21,,,Zn0.1Mn0.9Fe2O4,Zn,,,100,150,200,spherical,Superparamagnetic,,1,,,0.1 (Zn),0.9 (Mn)
"10.1016, j.jmmm.2022.169379",17,,,Zn0.15Mn0.85Fe2O4,Zn,,,100,150,200,spherical,Superparamagnetic,,0.8,,,0.15 (Zn),0.85 (Mn)
"10.1016, j.jmmm.2022.169379",13,,,Zn0.2Mn0.8Fe2O4,Zn,,,100,150,200,spherical,Superparamagnetic,,0.6,,,0.2 (Zn),0.8 (Mn)
"10.1016, j.jmmm.2022.169379",9,,,Zn0.25Mn0.75Fe2O4,Zn,,,100,150,200,spherical,Superparamagnetic,,0.4,,,0.25 (Zn),0.75 (Mn)
"10.1016, j.jmmm.2022.169379",7,,,Zn0.3Mn0.7Fe2O4,Zn,,,100,150,200,spherical,Superparamagnetic,,0.36,,,0.3 (Zn),0.7 (Mn)
"10.1016, j.jmmm.2022.169379",13,,,Zn0.2Mn0.8Fe2O4,Zn,,,60,300,200,spherical,Superparamagnetic,,0.6,,,0.2 (Zn),0.8 (Mn)
"10.1016, j.jmmm.2022.169379",27,,,Zn0.05Mn0.95Fe2O4,Zn,,,60,150,200,spherical,Superparamagnetic,,1.3,,,0.05 (Zn),0.95 (Mn)
"10.1016, j.jmmm.2022.169379",27,,,Zn0.05Mn0.95Fe2O4,Zn,,,60,300,200,spherical,Superparamagnetic,,1.3,,,0.05 (Zn),0.95 (Mn)
"10.1016, j.ceramint.2025.10.081",14,0.1662,180,CoFe2O4,Ni,,PVDF,37.7,380,50,spherical,Spinel,,5,,0.105,0 (Ni),1 (Co)
"10.1016, j.ceramint.2025.10.081",14,0.3877,240,Co0.9Ni0.1Fe2O4,Ni,,PVDF,37.7,380,50,spherical,Spinel,,5,,0.234,0.1 (Ni),0.9 (Co)
"10.1016, j.ceramint.2025.10.081",14,0.3407,500,Co0.5Ni0.5Fe2O4,Ni,,PVDF,37.7,380,50,spherical,Spinel,,5,,0.249,0.5 (Ni),0.5 (Co)
"10.1016, j.ceramint.2025.10.081",14,0.1961,300,Co0.1Ni0.9Fe2O4,Ni,,PVDF,37.7,380,50,spherical,Spinel,,5,,0.211,0.9 (Ni),0.1 (Co)
"10.1016, j.ceramint.2025.10.081",14,0.2153,100,NiFe2O4,Ni,,PVDF,37.7,380,50,spherical,Spinel,,5,,0.069,1 (Ni),0 (Co)
"10.1016, j.jallcom.2023.169327",31,45.13,86.59,MnFe2O4,,,citric acid,322.95,178,5,Spherical,Spinel,,2,,0.113,,
"10.1016, j.jallcom.2023.169327",31,45.13,86.59,MnFe2O4,,,citric acid,322.95,178,10,Spherical,Spinel,,2,,0.113,,
"10.1016, j.jallcom.2023.169327",31,45.13,86.59,MnFe2O4,,,citric acid,322.95,178,15,Spherical,Spinel,,2,,0.113,,
"10.1016, j.jallcom.2023.169327",32,29.65,18.84,Mn0.5Zn0.5Fe2O4,Zn,,citric acid,322.95,178,5,Spherical,Spinel,,1,,0.053,0.5 (Mn),0.5 (Zn)
"10.1016, j.jallcom.2023.169327",32,29.65,18.84,Mn0.5Zn0.5Fe2O4,Zn,,citric acid,322.95,178,10,Spherical,Spinel,,1,,0.053,0.5 (Mn),0.5 (Zn)
"10.1016, j.jallcom.2023.169327",32,29.65,18.84,Mn0.5Zn0.5Fe2O4,Zn,,citric acid,322.95,178,15,Spherical,Spinel,,1,,0.053,0.5 (Mn),0.5 (Zn)
"10.1016, j.jallcom.2023.169327",32,29.65,18.84,Mn0.5Zn0.5Fe2O4,Zn,,citric acid,322.95,178,20,Spherical,Spinel,,1,,0.053,0.5 (Mn),0.5 (Zn)
"10.1016, j.jallcom.2023.169327",33,53.43,1737.8,CoFe2O4,,,citric acid,322.95,178,5,Spherical,Spinel,,1,,0.335,,
"10.1016, j.jallcom.2023.169327",33,53.43,1737.8,CoFe2O4,,,citric acid,322.95,178,10,Spherical,Spinel,,1,,0.335,,
"10.1016, j.jallcom.2023.169327",33,53.43,1737.8,CoFe2O4,,,citric acid,322.95,178,15,Spherical,Spinel,,1,,0.335,,
"10.1016, j.jallcom.2023.169327",33,53.43,1737.8,CoFe2O4,,,citric acid,322.95,178,20,Spherical,Spinel,,1,,0.335,,
"10.1016, j.jallcom.2023.169327",51,54.38,470.33,Co0.5Zn0.5Fe2O4,Zn,,citric acid,322.95,178,5,"Octahedral ,  Spherical",Spinel,,2,,0.273,0.5 (Co),0.5 (Zn)
"10.1016, j.jallcom.2023.169327",51,54.38,470.33,Co0.5Zn0.5Fe2O4,Zn,,citric acid,322.95,178,10,"Octahedral ,  Spherical",Spinel,,2,,0.273,0.5 (Co),0.5 (Zn)
"10.1016, j.jallcom.2023.169327",51,54.38,470.33,Co0.5Zn0.5Fe2O4,Zn,,citric acid,322.95,178,15,"Octahedral ,  Spherical",Spinel,,2,,0.273,0.5 (Co),0.5 (Zn)
"10.1016, j.colsurfa.2024.136027",,56.03,,Zn0.4Ca0.1Mg0.5Fe2O4,"Zn,Ca",,,235.2,316,1,irregular spherical,ferrimagnetic,,NAN,,,0.1 (Ca),0.4 (Zn)
"10.1016, j.colsurfa.2024.136027",,56.03,,Zn0.4Ca0.1Mg0.5Fe2O4,"Zn,Ca",,,235.2,316,3,irregular spherical,ferrimagnetic,,NAN,,,0.1 (Ca),0.4 (Zn)
"10.1016, j.colsurfa.2024.136027",,62.75,,Zn0.3Ca0.2Mg0.5Fe2O4,"Zn,Ca",,,235.2,316,1,irregular spherical,ferrimagnetic,,NAN,,,0.2 (Ca),0.3 (Zn)
"10.1016, j.colsurfa.2024.136027",,62.75,,Zn0.3Ca0.2Mg0.5Fe2O4,"Zn,Ca",,,235.2,316,3,irregular spherical,ferrimagnetic,,NAN,,,0.2 (Ca),0.3 (Zn)
"10.1016, j.jpcs.2025.112992",9,48,,MnFe2O4,Mn,,,50.27,500,2,,Superparamagnetic,,NAN,,,,
"10.1016, j.jpcs.2025.112992",10,39,13.82,Mn0.8Zn0.2Fe2O4,"Mn, Zn",,,50.27,500,2,,Superparamagnetic,,NAN,,,0.8 (Mn),0.2 (Zn)
"10.1016, j.jpcs.2025.112992",8,31,12.69,Mn0.6Zn0.4Fe2O4,"Mn, Zn",,,50.27,500,2,,Superparamagnetic,,NAN,,,0.6 (Mn),0.4 (Zn)
"10.1016, j.powtec.2023.118720",7,49,0,CoFe2O4,,,citric acid,84.2,220,5,spherical,Superparamagnetic,,NAN,,Negligible,,
"10.1016, j.powtec.2023.118720",7,49,0,CoFe2O4,,,citric acid,101.8,220,5,spherical,Superparamagnetic,,NAN,,Negligible,,
"10.1016, j.powtec.2023.118720",7,49,0,CoFe2O4,,,citric acid,111.9,220,5,spherical,Superparamagnetic,,NAN,,Negligible,,
"10.1016, j.inoche.2025.115268",13,67.21,0,Ni0.1Zn0.4Mg0.5Fe2O4,"Ni, Zn",,,232.4,316,1,spherical,Superparamagnetic,,NAN,,nearly zero,0.1 (Ni),0.4 (Zn)
"10.1016, j.inoche.2025.115268",13,67.21,0,Ni0.1Zn0.4Mg0.5Fe2O4,"Ni, Zn",,,232.4,316,3,spherical,Superparamagnetic,,NAN,,nearly zero,0.1 (Ni),0.4 (Zn)
"10.1016, j.inoche.2025.115268",12,65.22,0,Ni0.2Zn0.3Mg0.5Fe2O4,"Ni, Zn",,,232.4,316,1,spherical,Superparamagnetic,,NAN,,nearly zero,0.2 (Ni),0.3 (Zn)
"10.1016, j.inoche.2025.115268",12,65.22,0,Ni0.2Zn0.3Mg0.5Fe2O4,"Ni, Zn",,,232.4,316,3,spherical,Superparamagnetic,,NAN,,nearly zero,0.2 (Ni),0.3 (Zn)
"10.1016, j.inoche.2025.115268",10,49.71,0,Ni0.3Zn0.2Mg0.5Fe2O4,"Ni, Zn",,,232.4,316,1,spherical,Superparamagnetic,,NAN,,nearly zero,0.3 (Ni),0.2 (Zn)
"10.1016, j.inoche.2025.115268",10,49.71,0,Ni0.3Zn0.2Mg0.5Fe2O4,"Ni, Zn",,,232.4,316,3,spherical,Superparamagnetic,,NAN,,nearly zero,0.3 (Ni),0.2 (Zn)
"10.1016, j.inoche.2024.112796",15,45.74,0,CoFe2O4,,,SiO2,69.1,260,0.9,monodisperse spherical,Superparamagnetic,,0.1,,,,
"10.1016, j.inoche.2024.112796",15,45.74,0,CoFe2O4,,,SiO2,69.1,260,1.3,monodisperse spherical,Superparamagnetic,,0.1,,,,
"10.1016, j.inoche.2024.112796",15,45.74,0,CoFe2O4,,,SiO2,69.1,260,1.7,monodisperse spherical,Superparamagnetic,,0.1,,,,
"10.1016, j.inoche.2024.112796",15,45.74,0,CoFe2O4,,,SiO2,69.1,260,2.2,monodisperse spherical,Superparamagnetic,,0.1,,,,
"10.1016, j.inoche.2024.112796",15,45.74,0,CoFe2O4,,,SiO2,69.1,260,2.6,monodisperse spherical,Superparamagnetic,,0.1,,,,
"10.1016, j.inoche.2024.112796",15,45.74,0,CoFe2O4,,,SiO2,69.1,260,3.5,monodisperse spherical,Superparamagnetic,,0.1,,,,
"10.1016, j.inoche.2025.115815",10,53.32,0,Mn0.1Ni0.4Zn0.5Fe2O4,"Mn, Ni",,"oleic acid, oleylamine",232.4,316,1,,Superparamagnetic,,NAN,,,0.1 (Mn),0.4 (Ni)
"10.1016, j.inoche.2025.115815",10,53.32,0,Mn0.1Ni0.4Zn0.5Fe2O4,"Mn, Ni",,"oleic acid, oleylamine",232.4,316,3,,Superparamagnetic,,NAN,,,0.1 (Mn),0.4 (Ni)
"10.1016, j.inoche.2025.115815",11,67.42,0,Mn0.2Ni0.3Zn0.5Fe2O4,"Mn, Ni",,"oleic acid, oleylamine",232.4,316,1,,Superparamagnetic,,NAN,,,0.2 (Mn),0.3 (Ni)
"10.1016, j.inoche.2025.115815",11,67.42,0,Mn0.2Ni0.3Zn0.5Fe2O4,"Mn, Ni",,"oleic acid, oleylamine",232.4,316,3,,Superparamagnetic,,NAN,,,0.2 (Mn),0.3 (Ni)
"10.1016, j.inoche.2025.115815",12,68.61,0,Mn0.3Ni0.2Zn0.5Fe2O4,"Mn, Ni",,"oleic acid, oleylamine",232.4,316,1,,Superparamagnetic,,NAN,,,0.3 (Mn),0.2 (Ni)
"10.1016, j.inoche.2025.115815",12,68.61,0,Mn0.3Ni0.2Zn0.5Fe2O4,"Mn, Ni",,"oleic acid, oleylamine",232.4,316,3,,Superparamagnetic,,NAN,,,0.3 (Mn),0.2 (Ni)
"10.1016, j.matchemphys.2025.131274",8.5,65.5,994,CoFe2O4,,,,100,450,4,,,,0.2,,0.35,,
"10.1016, j.matchemphys.2025.131274",8.5,65.5,994,CoFe2O4,,,,150,450,4,,,,0.2,,0.35,,
"10.1016, j.matchemphys.2025.131274",8.5,65.5,994,CoFe2O4,,,,200,450,4,,,,0.2,,0.35,,
"10.1016, j.matchemphys.2025.131274",8.5,65.5,994,CoFe2O4,,,,250,450,4,,,,0.2,,0.35,,
"10.1016, j.matchemphys.2025.131274",8.5,65.5,994,CoFe2O4,,,,300,450,4,,,,0.2,,0.35,,
"10.1016, j.jmmm.2025.173216",17.6,25,3,Zn0.8Mn0.2Fe2O4,"Mn, Zn",,,402.2,100,5,spherical,Spinel Ferrite,,NAN,,,0.8 (Zn),0.2 (Mn)
"10.1016, j.jmmm.2025.173216",14.8,40,1.6,Co0.2Zn0.6Mn0.2Fe2O4,"Co, Zn",,,402.2,100,5,spherical,Spinel Ferrite,,NAN,,,0.2 (Co),0.6 (Zn)
"10.1016, j.jmmm.2025.173216",14.3,42.4,4.2,Co0.3Zn0.5Mn0.2Fe2O4,"Co, Zn",,,402.2,100,5,spherical,Spinel Ferrite,,NAN,,,0.3 (Co),0.5 (Zn)
"10.1016, j.jmmm.2025.173216",16,65.6,48.4,Co0.4Zn0.4Mn0.2Fe2O4,"Co, Zn",,,402.2,100,5,spherical,Spinel Ferrite,,NAN,,,0.4 (Co),0.4 (Zn)
"10.1016, j.jmmm.2025.173216",15,70.8,92.1,Co0.5Zn0.3Mn0.2Fe2O4,"Co, Zn",,,402.2,100,5,spherical,Spinel Ferrite,,NAN,,,0.5 (Co),0.3 (Zn)
"10.1016, j.mtcomm.2025.112975",14.3,61.2,,Co0.5Zn0.5Fe2O4,Ca,,,402.12,100,5,,Spinel,,NAN,,,0 (Ca),0.5 (Co)
"10.1016, j.mtcomm.2025.112975",13.8,63,,Ca0.1Co0.4Zn0.5Fe2O4,Ca,,,402.12,100,5,,Spinel,,NAN,,,0.1 (Ca),0.4 (Co)
"10.1016, j.mtcomm.2025.112975",13.8,46.3,,Ca0.15Co0.35Zn0.5Fe2O4,Ca,,,402.12,100,5,,Spinel,,NAN,,,0.15 (Ca),0.35 (Co)
"10.1016, j.mtcomm.2025.112975",12.4,42.3,,Ca0.2Co0.3Zn0.5Fe2O4,Ca,,,402.12,100,5,,Spinel,,NAN,,,0.2 (Ca),0.3 (Co)
"10.1016, j.matchemphys.2024.129477",15,63.98,805.28,CoFe2O4,,,,66.6,300,10,sphere,Ferrimagnetic,,NAN,,0.36,,
"10.1016, j.matchemphys.2024.129477",18.9,74.02,509.05,Mn0.5Co0.5Fe2O4,Mn,,,66.6,300,10,sphere,Ferrimagnetic,,NAN,,0.29,0.5 (Mn),0.5 (Co)
"10.1016, j.matchemphys.2024.129477",25.7,73.88,499.01,Mn0.5Co0.5Fe2O4,,,graphene oxide,66.6,300,10,,Ferrimagnetic,,NAN,,0.31,,
"10.1016, j.matchemphys.2024.129477",18.9,74.02,509.05,Mn0.5Co0.5Fe2O4,Mn,,,58.2,300,10,sphere,Ferrimagnetic,,NAN,,0.29,0.5 (Mn),0.5 (Co)
"10.1016, j.matchemphys.2024.129477",18.9,74.02,509.05,Mn0.5Co0.5Fe2O4,Mn,,,63.8,300,10,sphere,Ferrimagnetic,,NAN,,0.29,0.5 (Mn),0.5 (Co)
"10.1016, j.matchemphys.2024.129477",18.9,74.02,509.05,Mn0.5Co0.5Fe2O4,Mn,,,69.4,300,10,sphere,Ferrimagnetic,,NAN,,0.29,0.5 (Mn),0.5 (Co)
"10.1016, j.matchemphys.2024.129477",18.9,74.02,509.05,Mn0.5Co0.5Fe2O4,Mn,,,63.8,300,5,sphere,Ferrimagnetic,,NAN,,0.29,0.5 (Mn),0.5 (Co)
"10.1016, j.matchemphys.2024.129477",18.9,74.02,509.05,Mn0.5Co0.5Fe2O4,Mn,,,63.8,300,15,sphere,Ferrimagnetic,,NAN,,0.29,0.5 (Mn),0.5 (Co)
"10.1016, j.matchemphys.2024.129477",18.9,74.02,509.05,Mn0.5Co0.5Fe2O4,Mn,,,63.8,300,20,sphere,Ferrimagnetic,,NAN,,0.29,0.5 (Mn),0.5 (Co)
"10.1016, j.matchemphys.2024.129477",25.7,73.88,499.01,Mn0.5Co0.5Fe2O4,,,graphene oxide,63.8,300,5,,Ferromagnetic,,NAN,,0.31,,
"10.1016, j.matchemphys.2024.129477",28.3,69.43,508.11,Mn0.5Co0.5Fe2O4,,,graphene oxide,63.8,300,5,,Ferromagnetic,,NAN,,0.32,,
"10.1016, j.matchemphys.2024.129477",35.3,68.88,651.61,Mn0.5Co0.5Fe2O4,,,graphene oxide,63.8,300,5,,Ferromagnetic,,NAN,,0.36,,
"10.1016, j.matchemphys.2024.129477",29.5,64.49,738.91,Mn0.5Co0.5Fe2O4,,,graphene oxide,63.8,300,5,,Ferromagnetic,,NAN,,0.39,,
"10.1016, j.matchemphys.2024.129477",43.7,60.82,914.84,Mn0.5Co0.5Fe2O4,,,graphene oxide,63.8,300,5,,Ferromagnetic,,NAN,,0.43,,
"10.1016, j.ceramint.2022.04.088",2.54,24,0,CoFe2O4,,,chitosan,415.9,126,5 wt%,Spherical,Superparamagnetic,,0.7,,Negligible,,
"10.1016, j.ceramint.2022.04.088",2.54,24,0,CoFe2O4,,,chitosan,390.8,126,5 wt%,Spherical,Superparamagnetic,,0.7,,Negligible,,
"10.1016, j.ceramint.2022.04.088",2.54,24,0,CoFe2O4,,,chitosan,358.1,126,5 wt%,Spherical,Superparamagnetic,,0.7,,Negligible,,
"10.1016, j.ceramint.2022.04.088",2.54,24,0,CoFe2O4,,,chitosan,321.7,126,5 wt%,Spherical,Superparamagnetic,,0.7,,Negligible,,
"10.1016, j.ceramint.2022.04.088",2.54,24,0,CoFe2O4,,,chitosan,279,126,5 wt%,Spherical,Superparamagnetic,,0.7,,Negligible,,
"10.1016, j.ceramint.2022.04.088",2.54,24,0,CoFe2O4,,,chitosan,415.9,126,5 wt% (MNPs in 2 wt% agar),Spherical,Superparamagnetic,,0.7,,Negligible,,
"10.1016, j.ceramint.2022.04.088",2.54,24,0,CoFe2O4,,,chitosan,390.8,126,5 wt% (MNPs in 2 wt% agar),Spherical,Superparamagnetic,,0.7,,Negligible,,
"10.1016, j.ceramint.2022.04.088",2.54,24,0,CoFe2O4,,,chitosan,358.1,126,5 wt% (MNPs in 2 wt% agar),Spherical,Superparamagnetic,,0.7,,Negligible,,
"10.1016, j.ceramint.2022.04.088",2.54,24,0,CoFe2O4,,,chitosan,321.7,126,5 wt% (MNPs in 2 wt% agar),Spherical,Superparamagnetic,,0.7,,Negligible,,
"10.1016, j.ceramint.2022.04.088",2.54,24,0,CoFe2O4,,,chitosan,279,126,5 wt% (MNPs in 2 wt% agar),Spherical,Superparamagnetic,,0.7,,Negligible,,
"10.1016, j.jallcom.2021.161276",14,69.98,0,Zn0.9Ca0.1Fe2O4,Ca,,oleic acid,442,316,1,spherical,Superparamagnetic,,NAN,,0,0.9 (Zn),0.1 (Ca)
"10.1016, j.jallcom.2021.161276",14,69.98,0,Zn0.9Ca0.1Fe2O4,Ca,,oleic acid,442,316,3,spherical,Superparamagnetic,,NAN,,0,0.9 (Zn),0.1 (Ca)
"10.1016, j.jallcom.2021.161276",14,70.05,0,Zn0.7Ca0.3Fe2O4,Ca,,oleic acid,442,316,1,spherical,Superparamagnetic,,NAN,,0,0.7 (Zn),0.3 (Ca)
"10.1016, j.jallcom.2021.161276",14,70.05,0,Zn0.7Ca0.3Fe2O4,Ca,,oleic acid,442,316,3,spherical,Superparamagnetic,,NAN,,0,0.7 (Zn),0.3 (Ca)
"10.1016, j.jallcom.2021.161276",15,76.53,0,Zn0.5Ca0.5Fe2O4,Ca,,oleic acid,442,316,1,spherical,Superparamagnetic,,NAN,,0,0.5 (Zn),0.5 (Ca)
"10.1016, j.jallcom.2021.161276",15,76.53,0,Zn0.5Ca0.5Fe2O4,Ca,,oleic acid,442,316,3,spherical,Superparamagnetic,,NAN,,0,0.5 (Zn),0.5 (Ca)
"10.1016, j.inoche.2024.112921",8,70.8,0,CoFe2O4,,,oleic acid,443,316,0.5,spherical,Superparamagnetic,,NAN,,0,,
"10.1016, j.inoche.2024.112921",8,70.8,0,CoFe2O4,,,oleic acid,443,316,1,spherical,Superparamagnetic,,NAN,,0,,
"10.1016, j.inoche.2024.112921",8,70.8,0,CoFe2O4,,,oleic acid,443,316,2,spherical,Superparamagnetic,,NAN,,0,,
"10.1016, j.inoche.2024.112921",9,52.7,0,MgFe2O4,,,oleic acid,443,316,0.5,spherical,Superparamagnetic,,NAN,,0,,
"10.1016, j.inoche.2024.112921",9,52.7,0,MgFe2O4,,,oleic acid,443,316,1,spherical,Superparamagnetic,,NAN,,0,,
"10.1016, j.inoche.2024.112921",9,52.7,0,MgFe2O4,,,oleic acid,443,316,2,spherical,Superparamagnetic,,NAN,,0,,
"10.1016, j.inoche.2024.112921",8,70.8,0,CoFe2O4,,,ZDS,443,316,0.5,spherical,Superparamagnetic,,NAN,,0,,
"10.1016, j.inoche.2024.112921",8,70.8,0,CoFe2O4,,,ZDS,443,316,1,spherical,Superparamagnetic,,NAN,,0,,
"10.1016, j.inoche.2024.112921",8,70.8,0,CoFe2O4,,,ZDS,443,316,2,spherical,Superparamagnetic,,NAN,,0,,
"10.1016, j.inoche.2024.112921",9,52.7,0,MgFe2O4,,,ZDS,443,316,0.5,spherical,Superparamagnetic,,NAN,,0,,
"10.1016, j.inoche.2024.112921",9,52.7,0,MgFe2O4,,,ZDS,443,316,1,spherical,Superparamagnetic,,NAN,,0,,
"10.1016, j.inoche.2024.112921",9,52.7,0,MgFe2O4,,,ZDS,443,316,2,spherical,Superparamagnetic,,NAN,,0,,
"10.1016, j.jallcom.2023.172588",13,16,40,Zn0.5Ca0.5Fe2O4,"Zn, Ca",,,162.15,337,1,irregular,Superparamagnetic,,NAN,,,0.5 (Zn),0.5 (Ca)
"10.1016, j.jallcom.2023.172588",13,16,40,Zn0.5Ca0.5Fe2O4,"Zn, Ca",,,188.06,337,1,irregular,Superparamagnetic,,NAN,,,0.5 (Zn),0.5 (Ca)
"10.1016, j.jallcom.2023.172588",13,16,40,Zn0.5Ca0.5Fe2O4,"Zn, Ca",,,201.1,337,1,irregular,Superparamagnetic,,NAN,,,0.5 (Zn),0.5 (Ca)
"10.1016, j.jallcom.2023.172588",14,22,130,Mg0.5Ca0.5Fe2O4,"Mg, Ca",,,162.15,337,1,irregular,Soft Ferrimagnetic,,NAN,,0.18,0.5 (Mg),0.5 (Ca)
"10.1016, j.jallcom.2023.172588",14,22,130,Mg0.5Ca0.5Fe2O4,"Mg, Ca",,,188.06,337,1,irregular,Soft Ferrimagnetic,,NAN,,0.18,0.5 (Mg),0.5 (Ca)
"10.1016, j.jallcom.2023.172588",14,22,130,Mg0.5Ca0.5Fe2O4,"Mg, Ca",,,201.1,337,1,irregular,Soft Ferrimagnetic,,NAN,,0.18,0.5 (Mg),0.5 (Ca)
"10.1016, j.jallcom.2023.173407",7.5,25.85,,Mn0.5Zn0.5Fe2O4,"Zn, Mn",,lauric acid,125.6,330,50,Cubic spinel,Superparamagnetic,,1.4,,,0.5 (Zn),0.5 (Mn)
"10.1016, j.jallcom.2023.173407",9.6,31.92,,Mn0.6Zn0.4Fe2O4,"Zn, Mn",,lauric acid,125.6,330,50,Cubic spinel,Superparamagnetic,,0.1,,,0.4 (Zn),0.6 (Mn)
"10.1016, j.jallcom.2023.173407",11.6,39.81,,Mn0.7Zn0.3Fe2O4,"Zn, Mn",,lauric acid,125.6,330,50,Cubic spinel,Superparamagnetic,,0.5,,,0.3 (Zn),0.7 (Mn)
"10.1016, j.jallcom.2023.173407",11.7,41.5,,Mn0.8Zn0.2Fe2O4,"Zn, Mn",,lauric acid,125.6,330,50,Cubic spinel,Superparamagnetic,,0.5,,,0.2 (Zn),0.8 (Mn)
"10.1016, j.jallcom.2023.173407",12.3,31.54,,Mn0.9Zn0.1Fe2O4,"Zn, Mn",,lauric acid,125.6,330,50,Cubic spinel,Superparamagnetic,,0.5,,,0.1 (Zn),0.9 (Mn)
"10.1016, j.ceramint.2022.07.291",19.8,46.5,0,Zn0.1Mn0.9Fe2O4,"Zn, Mn",,,416,126,30,Cubic,Superparamagnetic,,0.7,,,0.1 (Zn),0.9 (Mn)
"10.1016, j.ceramint.2022.07.291",16.7,51.2,0,Zn0.2Mn0.8Fe2O4,"Zn, Mn",,,416,126,30,Cubic,Superparamagnetic,,0.9,,,0.2 (Zn),0.8 (Mn)
"10.1016, j.ceramint.2022.07.291",16.7,51.2,0,Zn0.2Mn0.8Fe2O4,"Zn, Mn",,agar,416,126,30,Cubic,Superparamagnetic,,0.9,,,0.2 (Zn),0.8 (Mn)
"10.1016, j.ceramint.2022.07.291",8.2,19.4,0,Zn0.9Mn0.1Fe2O4,"Zn, Mn",,,416,126,30,Cubic,Superparamagnetic,,0.8,,,0.9 (Zn),0.1 (Mn)
"10.1016, j.jmmm.2023.171656",13.8,45.42,0,Mn0.5Zn0.5Fe2O4,"Mn, Zn",,TMAOH,125.7,333,1.7,Nanoflower,Superparamagnetic,,0.3,,,0.5 (Mn),0.5 (Zn)
"10.1016, j.jmmm.2023.171656",18.1,63.65,0,Mn0.5Zn0.5Fe2O4,"Mn, Zn",,TMAOH,125.7,333,1.7,Nanoflower,Superparamagnetic,,0.4,,,0.5 (Mn),0.5 (Zn)
"10.1016, j.jmmm.2023.171656",18.5,73.15,0,Mn0.5Zn0.5Fe2O4,"Mn, Zn",,TMAOH,125.7,333,1.7,Nanoflower,Superparamagnetic,,0.3,,,0.5 (Mn),0.5 (Zn)
"10.1016, j.jmmm.2023.171656",19.2,79.08,0,Mn0.5Zn0.5Fe2O4,"Mn, Zn",,TMAOH,125.7,333,1.7,Nanoflower,Superparamagnetic,,0.3,,,0.5 (Mn),0.5 (Zn)
"10.1016, j.jmmm.2023.171656",19.3,67.3,0,Mn0.5Zn0.5Fe2O4,"Mn, Zn",,TMAOH,125.7,333,1.7,Nanoflower,Superparamagnetic,,0.3,,,0.5 (Mn),0.5 (Zn)
"10.1016, j.colsurfa.2025.136747",32,41.2,55.9,MnFe2O4,Ni,,PEG-400,119.3,586.4,1,cubic,soft ferrimagnetic,,NAN,,0.153,0 (Ni),1 (Mn)
"10.1016, j.bbagen.2023.130543",23.7,20.8,59.457,MgFe2O4,,,liposomes,79.2,300,5,spherical,Ferromagnetic,,NAN,,,,
"10.1016, j.bbagen.2023.130543",23.7,20.8,59.457,MgFe2O4,,,liposomes,79.2,300,10,spherical,,,NAN,,0.107,,
"10.1016, j.bbagen.2023.130543",35.5,,,MgFe2O4,,,liposomes,79.2,300,15,spherical,,,NAN,,,,
"10.1016, j.bbagen.2023.130543",329.5,20.8,59.457,MgFe2O4,,,quercetin-loaded liposomes,79.2,300,5,spherical,Ferromagnetic,,NAN,,0.107,,
"10.1016, j.bbagen.2023.130543",329.5,20.8,59.457,MgFe2O4,,,quercetin-loaded liposomes,79.2,300,10,spherical,Ferromagnetic,,NAN,,0.107,,
"10.1016, j.bbagen.2023.130543",329.5,20.8,59.457,MgFe2O4,,,quercetin-loaded liposomes,79.2,300,15,spherical,Ferromagnetic,,NAN,,0.107,,
"10.1016, j.jmmm.2021.168233",13.4,32.7,76,CuFe2O4,,,PEG,358,126,10,spherical,Superparamagnetic,,0.9,,0.12,,
"10.1016, j.jmmm.2021.168233",13.4,32.7,76,CuFe2O4,,,PEG,323,126,10,spherical,Superparamagnetic,,0.9,,0.12,,
"10.1016, j.jmmm.2021.168233",13.4,32.7,76,CuFe2O4,,,PEG,279,126,10,spherical,Superparamagnetic,,0.9,,0.12,,
"10.1016, j.jmmm.2021.168233",13.4,32.7,76,CuFe2O4,,,PEG,234,126,10,spherical,Superparamagnetic,,0.9,,0.12,,
"10.1016, j.jmmm.2021.168233",8.4,24.5,297,CuFe2O4,,,trisodium citrate,358,126,10,pseudo-cubical,Superparamagnetic & Ferrimagnetic,,0.8,,0.21,,
"10.1016, j.jmmm.2021.168233",8.4,24.5,297,CuFe2O4,,,trisodium citrate,323,126,10,pseudo-cubical,Superparamagnetic & Ferrimagnetic,,0.8,,0.21,,
"10.1016, j.jmmm.2021.168233",8.4,24.5,297,CuFe2O4,,,trisodium citrate,279,126,10,pseudo-cubical,Superparamagnetic & Ferrimagnetic,,0.8,,0.21,,
